matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
1254063,Rashid Khan,18.0,9.0,8.0,1.0,,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,2.0,25.0,24.0,19.0,0.0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,4.75,Bowler,18.0,2.0,,0,20.0,50.0,4,0.0,0,54.0,74.0
1254063,S Ahmed,15.0,10.0,10.0,1.0,,0.0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,3.0,12.0,12.0,7.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,3.5,Bowler,15.0,2.0,,0,17.0,75.0,6,0.0,0,81.0,98.0
1254063,S Nadeem,0.0,1.0,1.0,,,9.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,1.0,24.0,24.0,36.0,0.0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,9.0,Bowler,0.0,,,-2,-2.0,25.0,-2,0.0,0,23.0,21.0
1254063,V Kohli,34.0,30.0,29.0,,4.0,0.0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,,,,,,,,,Batsmen,34.0,,4.0,0,38.0,,0,,0,,38.0
1254063,V Shankar,3.0,5.0,5.0,,,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Bowler,3.0,,,0,3.0,,0,,0,,3.0
1254063,WP Saha,5.0,9.0,9.0,,1.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,,,,,,,,,,Batsmen,5.0,,1.0,0,6.0,,0,,0,,6.0
1254063,Washington Sundar,8.0,11.0,11.0,,1.0,0.0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,,13.0,12.0,14.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,7.0,AllRounder,8.0,,1.0,0,9.0,,0,0.0,0,0.0,9.0
1254064,AM Rahane,10.0,9.0,9.0,,1.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,10.0,,1.0,0,11.0,,0,,0,,11.0
1254064,CH Morris,36.0,18.0,18.0,4.0,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,1.0,19.0,18.0,27.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,9.0,Bowler,36.0,8.0,,0,44.0,25.0,-2,0.0,0,23.0,67.0
1254064,Chris Woakes,15.0,11.0,11.0,,2.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,2.0,24.0,24.0,23.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,5.75,Bowler,15.0,,2.0,0,17.0,50.0,2,0.0,0,52.0,69.0
1254064,DA Miller,62.0,43.0,43.0,2.0,7.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,62.0,4.0,7.0,8,81.0,,0,,0,,81.0
1254064,JC Buttler,3.0,7.0,7.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,3.0,,,0,3.0,,0,,0,,3.0
1254064,JD Unadkat,11.0,7.0,7.0,1.0,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,3.0,24.0,24.0,15.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,3.75,Bowler,11.0,2.0,,0,13.0,75.0,6,0.0,0,81.0,94.0
1254064,K Rabada,9.0,4.0,4.0,,1.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,2.0,24.0,24.0,30.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,7.5,Bowler,9.0,,1.0,0,10.0,50.0,0,0.0,0,50.0,60.0
1254064,L Yadav,21.0,25.0,25.0,,3.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,AllRounder,21.0,,3.0,0,24.0,,0,,0,,24.0
1254064,M Vohra,10.0,11.0,11.0,,2.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,10.0,,2.0,0,12.0,,0,,0,,12.0
1254064,MP Stoinis,0.0,5.0,5.0,,,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,6.0,6.0,15.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,15.0,AllRounder,0.0,,,-2,-2.0,,-6,0.0,0,-6.0,-8.0
1254064,PP Shaw,2.0,5.0,5.0,,,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254064,R Ashwin,8.0,5.0,4.0,,1.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,18.0,18.0,14.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,4.666666666666667,Bowler,8.0,,1.0,0,9.0,,4,0.0,0,4.0,13.0
1254064,R Parag,2.0,5.0,5.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,13.0,12.0,16.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,8.0,Batsmen,2.0,,,0,2.0,,0,0.0,0,0.0,2.0
1254064,R Tewatia,20.0,18.0,18.0,,2.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,18.0,18.0,27.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,9.0,AllRounder,20.0,,2.0,0,22.0,,-2,0.0,0,-2.0,20.0
1254064,RR Pant,52.0,33.0,32.0,,9.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,52.0,,9.0,8,69.0,,0,,0,,69.0
1254064,S Dhawan,9.0,11.0,11.0,,1.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,,,,,,,,,Batsmen,9.0,,1.0,0,10.0,,0,,0,,10.0
1254064,S Dube,2.0,7.0,7.0,,,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,AllRounder,2.0,,,0,2.0,,0,,0,,2.0
1254064,SV Samson,4.0,3.0,3.0,,1.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,,,,,,,,,,Batsmen,4.0,,1.0,0,5.0,,0,,0,,5.0
1254064,TK Curran,21.0,16.0,16.0,,2.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,,23.0,23.0,35.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,9.130434782608695,AllRounder,21.0,,2.0,0,23.0,,-2,0.0,0,-2.0,21.0
1254065,AS Raut,5.0,16.0,16.0,,,0.0,2nd innings,Chennai Super Kings,Punjab Kings,,,,,,,,,,Batsmen,5.0,,,0,5.0,,0,,0,,5.0
1254065,AT Rayudu,0.0,1.0,1.0,,,4.0,2nd innings,Chennai Super Kings,Punjab Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254065,CH Gayle,10.0,10.0,10.0,,2.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,,,,,,,,,,Batsmen,10.0,,2.0,0,12.0,,0,,0,,12.0
1254065,DJ Hooda,11.0,16.0,16.0,,1.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,,,,,,,,,,AllRounder,11.0,,1.0,0,12.0,,0,,0,,12.0
1254065,F du Plessis,41.0,33.0,33.0,1.0,5.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,,,,,,,,,,Batsmen,41.0,2.0,5.0,0,48.0,,0,,0,,48.0
1254065,Jhye Richardson,16.0,23.0,23.0,,2.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,,18.0,18.0,26.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,8.666666666666666,AllRounder,16.0,,2.0,0,18.0,,0,0.0,0,0.0,18.0
1254065,KL Rahul,5.0,7.0,7.0,,1.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,,,,,,,,,,Batsmen,5.0,,1.0,0,6.0,,0,,0,,6.0
1254065,M Ashwin,6.0,14.0,14.0,,,0.0,1st innings,Punjab Kings,Chennai Super Kings,1.0,19.0,18.0,32.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,10.666666666666666,Bowler,6.0,,,0,6.0,25.0,-4,0.0,0,21.0,27.0
1254065,MA Agarwal,0.0,2.0,2.0,,,0.0,1st innings,Punjab Kings,Chennai Super Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254065,MM Ali,47.0,32.0,32.0,1.0,7.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,1.0,18.0,18.0,17.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,5.666666666666667,AllRounder,47.0,2.0,7.0,0,56.0,25.0,2,0.0,0,27.0,83.0
1254065,Mohammed Shami,9.0,12.0,12.0,,,0.0,1st innings,Punjab Kings,Chennai Super Kings,2.0,24.0,24.0,21.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,5.25,Bowler,9.0,,,0,9.0,50.0,2,0.0,0,52.0,61.0
1254065,N Pooran,0.0,2.0,2.0,,,0.0,1st innings,Punjab Kings,Chennai Super Kings,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254065,SM Curran,5.0,4.0,4.0,,1.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,1.0,19.0,19.0,12.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,3.789473684210526,Bowler,5.0,,1.0,0,6.0,25.0,6,0.0,0,31.0,37.0
1254065,Shahrukh Khan,49.0,38.0,38.0,2.0,4.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,,,,,,,,,,Batsmen,49.0,4.0,4.0,0,57.0,,0,,0,,57.0
1254065,Suresh Raina,9.0,10.0,10.0,,1.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,,,,,,,,,,Batsmen,9.0,,1.0,0,10.0,,0,,0,,10.0
1254066,A Samad,7.0,8.0,8.0,,1.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,,,,,,,,,Batsmen,7.0,,1.0,0,8.0,,0,,0,,8.0
1254066,Abhishek Sharma,2.0,4.0,4.0,,,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,6.0,6.0,5.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,5.0,AllRounder,2.0,,,0,2.0,,4,0.0,0,4.0,6.0
1254066,DA Warner,38.0,35.0,34.0,2.0,2.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,,,,,,,,,Batsmen,38.0,4.0,2.0,0,44.0,,0,,0,,44.0
1254066,HH Pandya,8.0,6.0,6.0,,1.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,,,,,,,,,,Batsmen,8.0,,1.0,0,9.0,,0,,0,,9.0
1254066,Ishan Kishan,13.0,21.0,21.0,,,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,,,,,,,,,,Batsmen,13.0,,,0,13.0,,0,,0,,13.0
1254066,JM Bairstow,44.0,23.0,22.0,4.0,3.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,,,,,,,,,Batsmen,44.0,8.0,3.0,0,55.0,,0,,0,,55.0
1254066,KA Pollard,37.0,23.0,22.0,3.0,1.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,,12.0,12.0,10.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,5.0,AllRounder,37.0,6.0,1.0,0,44.0,,4,0.0,0,4.0,48.0
1254066,KH Pandya,3.0,3.0,3.0,,,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,1.0,18.0,18.0,30.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,10.0,AllRounder,3.0,,,0,3.0,25.0,-4,0.0,0,21.0,24.0
1254066,KK Ahmed,1.0,2.0,2.0,,,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,1.0,26.0,24.0,28.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,7.0,Bowler,1.0,,,0,1.0,25.0,0,0.0,0,25.0,26.0
1254066,MK Pandey,2.0,7.0,7.0,,,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254066,Mujeeb Ur Rahman,1.0,1.0,1.0,,,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,2.0,26.0,24.0,30.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,7.5,Bowler,1.0,,,0,1.0,50.0,0,0.0,0,50.0,51.0
1254066,P Kumar,1.0,2.0,2.0,,,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,24.0,24.0,45.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,11.25,Bowler,1.0,,,0,1.0,,-6,0.0,0,-6.0,-5.0
1254066,Q de Kock,42.0,40.0,39.0,,5.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,,,,,,,,,,Batsmen,42.0,,5.0,0,47.0,,0,,0,,47.0
1254066,RG Sharma,37.0,26.0,25.0,2.0,3.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,,,,,,,,,,Batsmen,37.0,4.0,3.0,0,44.0,,0,,0,,44.0
1254066,Rashid Khan,0.0,1.0,1.0,,,7.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,25.0,24.0,23.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,5.75,Bowler,0.0,,,-2,-2.0,,2,0.0,0,2.0,0.0
1254066,SA Yadav,10.0,6.0,6.0,1.0,1.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,,,,,,,,,,Batsmen,10.0,2.0,1.0,0,13.0,,0,,0,,13.0
1254066,V Pratap Singh,11.0,12.0,12.0,,1.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,,,,,,,,,,Batsmen,11.0,,1.0,0,12.0,,0,,0,,12.0
1254066,V Shankar,30.0,25.0,25.0,2.0,,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,2.0,18.0,18.0,19.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,6.333333333333333,Bowler,30.0,4.0,,0,34.0,50.0,0,0.0,0,50.0,84.0
1254067,AB de Villiers,78.0,36.0,34.0,3.0,9.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,,,,,,,,,,Batsmen,78.0,6.0,9.0,8,101.0,,0,,0,,101.0
1254067,AD Russell,32.0,21.0,20.0,2.0,3.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,14.0,12.0,38.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,19.0,AllRounder,32.0,4.0,3.0,0,39.0,,-6,0.0,0,-6.0,33.0
1254067,Devdutt Padikkal,27.0,29.0,28.0,,2.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,,,,,,,,,,Batsmen,27.0,,2.0,0,29.0,,0,,0,,29.0
1254067,EJG Morgan,31.0,24.0,24.0,2.0,1.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,,,,,,Batsmen,31.0,4.0,1.0,0,36.0,,0,,0,,36.0
1254067,GJ Maxwell,81.0,51.0,50.0,3.0,9.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,,12.0,12.0,24.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,12.0,AllRounder,81.0,6.0,9.0,8,104.0,,-6,0.0,0,-6.0,98.0
1254067,Harbhajan Singh,2.0,2.0,2.0,,,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,26.0,24.0,38.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,9.5,Bowler,2.0,,,0,2.0,,-2,0.0,0,-2.0,0.0
1254067,KD Karthik,2.0,5.0,5.0,,,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,,,,,,Batsmen,2.0,,,0,2.0,,0,,0,,2.0
1254067,Kyle Jamieson,11.0,4.0,4.0,1.0,1.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,3.0,19.0,18.0,41.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,13.666666666666666,Bowler,11.0,2.0,1.0,0,14.0,75.0,-6,0.0,0,69.0,83.0
1254067,N Rana,18.0,11.0,11.0,1.0,2.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,,,,,,Batsmen,18.0,2.0,2.0,0,22.0,,0,,0,,22.0
1254067,PJ Cummins,6.0,2.0,2.0,1.0,,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,1.0,26.0,24.0,34.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,8.5,AllRounder,6.0,2.0,,0,8.0,25.0,0,0.0,0,25.0,33.0
1254067,RA Tripathi,25.0,20.0,20.0,,5.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,,,,,,Batsmen,25.0,,5.0,0,30.0,,0,,0,,30.0
1254067,Rajat Patidar,1.0,2.0,2.0,,,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,,,,,,,,,,Batsmen,1.0,,,0,1.0,,0,,0,,1.0
1254067,Shakib Al Hasan,26.0,25.0,25.0,1.0,1.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,12.0,12.0,24.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,12.0,Bowler,26.0,2.0,1.0,0,29.0,,-6,0.0,0,-6.0,23.0
1254067,Shubman Gill,22.0,10.0,10.0,2.0,2.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,,,,,,,,,,Batsmen,22.0,4.0,2.0,0,28.0,,0,,0,,28.0
1254067,V Kohli,6.0,6.0,5.0,,1.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,,,,,,,,,,Batsmen,6.0,,1.0,0,7.0,,0,,0,,7.0
1254067,Varun Chakravarthy,2.0,3.0,3.0,,,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,2.0,25.0,25.0,39.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,9.36,Bowler,2.0,,,0,2.0,50.0,-2,0.0,0,48.0,50.0
1254068,CH Gayle,11.0,9.0,9.0,1.0,,0.0,1st innings,Punjab Kings,Delhi Capitals,,,,,,,,,,Batsmen,11.0,2.0,,0,13.0,,0,,0,,13.0
1254068,DJ Hooda,24.0,13.0,13.0,2.0,,0.0,1st innings,Punjab Kings,Delhi Capitals,,12.0,12.0,18.0,0.0,2nd innings,Delhi Capitals,Punjab Kings,9.0,AllRounder,24.0,4.0,,0,28.0,,-2,0.0,0,-2.0,26.0
1254068,KL Rahul,65.0,51.0,51.0,2.0,8.0,0.0,1st innings,Punjab Kings,Delhi Capitals,,,,,,,,,,Batsmen,65.0,4.0,8.0,8,85.0,,0,,0,,85.0
1254068,L Yadav,13.0,6.0,6.0,,1.0,0.0,2nd innings,Delhi Capitals,Punjab Kings,,6.0,6.0,11.0,0.0,1st innings,Punjab Kings,Delhi Capitals,11.0,AllRounder,13.0,,1.0,0,14.0,,-6,0.0,0,-6.0,8.0
1254068,MA Agarwal,71.0,36.0,35.0,4.0,6.0,0.0,1st innings,Punjab Kings,Delhi Capitals,,,,,,,,,,Batsmen,71.0,8.0,6.0,8,93.0,,0,,0,,93.0
1254068,MP Stoinis,28.0,13.0,12.0,1.0,3.0,0.0,2nd innings,Delhi Capitals,Punjab Kings,,,,,,,,,,AllRounder,28.0,2.0,3.0,0,33.0,,0,,0,,33.0
1254068,N Pooran,9.0,8.0,8.0,,1.0,0.0,1st innings,Punjab Kings,Delhi Capitals,,,,,,,,,,Batsmen,9.0,,1.0,0,10.0,,0,,0,,10.0
1254068,PP Shaw,32.0,17.0,17.0,2.0,3.0,0.0,2nd innings,Delhi Capitals,Punjab Kings,,,,,,,,,,Batsmen,32.0,4.0,3.0,0,39.0,,0,,0,,39.0
1254068,RR Pant,17.0,17.0,16.0,1.0,,0.0,2nd innings,Delhi Capitals,Punjab Kings,,,,,,,,,,Batsmen,17.0,2.0,,0,19.0,,0,,0,,19.0
1254068,S Dhawan,98.0,50.0,49.0,2.0,13.0,0.0,2nd innings,Delhi Capitals,Punjab Kings,,,,,,,,,,Batsmen,98.0,4.0,13.0,8,123.0,,0,,0,,123.0
1254068,SPD Smith,10.0,12.0,12.0,,,0.0,2nd innings,Delhi Capitals,Punjab Kings,,,,,,,,,,Batsmen,10.0,,,0,10.0,,0,,0,,10.0
1254068,Shahrukh Khan,15.0,5.0,5.0,1.0,2.0,0.0,1st innings,Punjab Kings,Delhi Capitals,,,,,,,,,,Batsmen,15.0,2.0,2.0,0,19.0,,0,,0,,19.0
1254069,AS Raut,10.0,13.0,13.0,,1.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,10.0,,1.0,0,11.0,,0,,0,,11.0
1254069,AT Rayudu,29.0,19.0,17.0,3.0,,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,29.0,6.0,,0,35.0,,0,,0,,35.0
1254069,CH Morris,0.0,2.0,2.0,,,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,2.0,26.0,24.0,34.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,8.5,Bowler,0.0,,,-2,-2.0,50.0,0,0.0,0,50.0,48.0
1254069,DA Miller,3.0,5.0,5.0,,,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,3.0,,,0,3.0,,0,,0,,3.0
1254069,DJ Bravo,22.0,10.0,8.0,1.0,2.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,1.0,23.0,19.0,29.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,9.157894736842104,Bowler,22.0,2.0,2.0,0,26.0,25.0,-2,0.0,0,23.0,49.0
1254069,F du Plessis,33.0,17.0,17.0,2.0,4.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,33.0,4.0,4.0,0,41.0,,0,,0,,41.0
1254069,JC Buttler,52.0,36.0,35.0,1.0,5.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,52.0,2.0,5.0,8,67.0,,0,,0,,67.0
1254069,JD Unadkat,28.0,20.0,18.0,1.0,2.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,,24.0,24.0,40.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,10.0,Bowler,28.0,2.0,2.0,0,32.0,,-4,0.0,0,-4.0,28.0
1254069,M Vohra,14.0,11.0,11.0,1.0,1.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,14.0,2.0,1.0,0,17.0,,0,,0,,17.0
1254069,MM Ali,32.0,22.0,21.0,2.0,2.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,3.0,18.0,18.0,8.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,2.6666666666666665,AllRounder,32.0,4.0,2.0,0,38.0,75.0,6,0.0,0,81.0,119.0
1254069,MS Dhoni,18.0,17.0,17.0,,2.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,18.0,,2.0,0,20.0,,0,,0,,20.0
1254069,Mustafizur Rahman,0.0,4.0,4.0,,,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,1.0,27.0,25.0,37.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,8.88,Bowler,0.0,,,-2,-2.0,25.0,0,0.0,0,25.0,23.0
1254069,R Parag,3.0,7.0,7.0,,,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,,7.0,6.0,16.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,16.0,Batsmen,3.0,,,0,3.0,,-6,0.0,0,-6.0,-3.0
1254069,R Tewatia,21.0,15.0,15.0,2.0,,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,1.0,18.0,18.0,21.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,7.0,AllRounder,21.0,4.0,,0,25.0,25.0,0,0.0,0,25.0,50.0
1254069,RA Jadeja,9.0,7.0,7.0,,1.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,2.0,25.0,24.0,28.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,7.0,AllRounder,9.0,,1.0,0,10.0,50.0,0,0.0,0,50.0,60.0
1254069,S Dube,21.0,24.0,22.0,,2.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,AllRounder,21.0,,2.0,0,23.0,,0,,0,,23.0
1254069,SM Curran,13.0,6.0,6.0,1.0,,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,2.0,24.0,24.0,26.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,6.5,Bowler,13.0,2.0,,0,15.0,50.0,0,0.0,0,50.0,65.0
1254069,SN Thakur,2.0,1.0,1.0,,,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,1.0,20.0,18.0,20.0,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,6.666666666666667,Bowler,2.0,,,0,2.0,25.0,0,0.0,0,25.0,27.0
1254069,SV Samson,1.0,5.0,5.0,,,0.0,2nd innings,Rajasthan Royals,Chennai Super Kings,,,,,,,,,,Batsmen,1.0,,,0,1.0,,0,,0,,1.0
1254069,Suresh Raina,20.0,17.0,17.0,1.0,1.0,0.0,1st innings,Chennai Super Kings,Rajasthan Royals,,,,,,,,,,Batsmen,20.0,2.0,1.0,0,23.0,,0,,0,,23.0
1254070,AS Yadav,23.0,22.0,22.0,,1.0,0.0,1st innings,Mumbai Indians,Delhi Capitals,1.0,24.0,24.0,26.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,6.5,Bowler,23.0,,1.0,0,24.0,25.0,0,0.0,0,25.0,49.0
1254070,HH Pandya,0.0,1.0,1.0,,,4.0,1st innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,Batsmen,0.0,,,-2,-2.0,,0,,0,,-2.0
1254070,Ishan Kishan,26.0,28.0,28.0,1.0,1.0,0.0,1st innings,Mumbai Indians,Delhi Capitals,,,,,,,,,,Batsmen,26.0,2.0,1.0,0,29.0,,0,,0,,29.0
1254070,JJ Bumrah,3.0,3.0,3.0,,,0.0,1st innings,Mumbai Indians,Delhi Capitals,1.0,28.0,25.0,32.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,7.68,Bowler,3.0,,,0,3.0,25.0,0,0.0,0,25.0,28.0
1254070,KA Pollard,2.0,5.0,5.0,,,0.0,1st innings,Mumbai Indians,Delhi Capitals,1.0,8.0,7.0,9.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,7.714285714285714,AllRounder,2.0,,,0,2.0,25.0,0,0.0,0,25.0,27.0
1254070,KH Pandya,1.0,5.0,5.0,,,0.0,1st innings,Mumbai Indians,Delhi Capitals,,12.0,12.0,17.0,0.0,2nd innings,Delhi Capitals,Mumbai Indians,8.5,AllRounder,1.0,,,0,1.0,,0,0.0,0,0.0,1.0
